identity_id,image_path,l2_dist,asr,ssim,psnr
Nadia_Petrova,results/phase2/robustness/jpeg50_facenet/Nadia_Petrova_0004_facenet_cloaked.png,1.797605,1,0.905578,35.3729
Naomi_Watts,results/phase2/robustness/jpeg50_facenet/Naomi_Watts_0021_facenet_cloaked.png,1.743380,1,0.926095,33.7183
Naomi_Watts,results/phase2/robustness/jpeg50_facenet/Naomi_Watts_0022_facenet_cloaked.png,1.780555,1,0.926343,36.3552
Oscar_De_La_Hoya,results/phase2/robustness/jpeg50_facenet/Oscar_De_La_Hoya_0007_facenet_cloaked.png,1.747280,1,0.923672,33.7028
Oswaldo_Paya,results/phase2/robustness/jpeg50_facenet/Oswaldo_Paya_0004_facenet_cloaked.png,1.643898,1,0.902625,33.9606
Oswaldo_Paya,results/phase2/robustness/jpeg50_facenet/Oswaldo_Paya_0005_facenet_cloaked.png,1.578375,1,0.917069,33.4438
Paul_Bremer,results/phase2/robustness/jpeg50_facenet/Paul_Bremer_0004_facenet_cloaked.png,1.613392,1,0.899358,33.4385
Paul_Bremer,results/phase2/robustness/jpeg50_facenet/Paul_Bremer_0012_facenet_cloaked.png,1.717905,1,0.904785,33.9847
Paula_Radcliffe,results/phase2/robustness/jpeg50_facenet/Paula_Radcliffe_0002_facenet_cloaked.png,1.618455,1,0.902020,35.2538
Paula_Radcliffe,results/phase2/robustness/jpeg50_facenet/Paula_Radcliffe_0005_facenet_cloaked.png,1.818433,1,0.922417,36.0278
Pedro_Almodovar,results/phase2/robustness/jpeg50_facenet/Pedro_Almodovar_0003_facenet_cloaked.png,1.729823,1,0.916150,35.4560
Pete_Sampras,results/phase2/robustness/jpeg50_facenet/Pete_Sampras_0006_facenet_cloaked.png,1.722361,1,0.891719,34.2829
Pierce_Brosnan,results/phase2/robustness/jpeg50_facenet/Pierce_Brosnan_0002_facenet_cloaked.png,1.638436,1,0.890821,33.9497
Pierce_Brosnan,results/phase2/robustness/jpeg50_facenet/Pierce_Brosnan_0008_facenet_cloaked.png,1.727757,1,0.902832,34.6082
Prince_Charles,results/phase2/robustness/jpeg50_facenet/Prince_Charles_0004_facenet_cloaked.png,1.618077,1,0.908476,34.0569
Queen_Elizabeth_II,results/phase2/robustness/jpeg50_facenet/Queen_Elizabeth_II_0009_facenet_cloaked.png,1.313603,1,0.904420,33.4758
Queen_Elizabeth_II,results/phase2/robustness/jpeg50_facenet/Queen_Elizabeth_II_0012_facenet_cloaked.png,1.680554,1,0.897568,34.4968
Ralf_Schumacher,results/phase2/robustness/jpeg50_facenet/Ralf_Schumacher_0004_facenet_cloaked.png,1.738438,1,0.912496,34.0662
Ralf_Schumacher,results/phase2/robustness/jpeg50_facenet/Ralf_Schumacher_0005_facenet_cloaked.png,1.596404,1,0.913906,33.7229
Recep_Tayyip_Erdogan,results/phase2/robustness/jpeg50_facenet/Recep_Tayyip_Erdogan_0021_facenet_cloaked.png,1.766772,1,0.894123,33.8774
Ricardo_Sanchez,results/phase2/robustness/jpeg50_facenet/Ricardo_Sanchez_0001_facenet_cloaked.png,1.673857,1,0.895510,32.9560
Ricardo_Sanchez,results/phase2/robustness/jpeg50_facenet/Ricardo_Sanchez_0005_facenet_cloaked.png,1.529264,1,0.895509,32.9433
